"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-3734643807253846802"	"False"	"High"	"IsMasterProtein"	"PF3D7_1357000.1-p1"	"transcript=PF3D7_1357000.1 | gene=PF3D7_1357000 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 1-alpha | transcript_product=elongation factor 1-alpha | location=Pf3D7_13_v3:2265817-2267148(-) | protein_length=443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"129.783"	"55"	"25"	"64"	"25"	"443"	"48.9"	"9.06"	"201.48"	"25"	"0"	"0.969"	"0.495"	"0.545"	"0.263"	"0.146"	"0.107"	"0.113"	"0.075"	"0.041"	"32212.7"	"31214.6"	"15942.1"	"17551.4"	"8475.1"	"4709.0"	"3443.6"	"3642.1"	"2407.5"	"1328.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6164063770516847304"	"False"	"High"	"IsMasterProtein"	"PF3D7_1324900.1-p1"	"transcript=PF3D7_1324900.1 | gene=PF3D7_1324900 | organism=Plasmodium_falciparum_3D7 | gene_product=L-lactate dehydrogenase | transcript_product=L-lactate dehydrogenase | location=Pf3D7_13_v3:1041157-1042107(+) | protein_length=316 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"125.923"	"42"	"12"	"54"	"12"	"316"	"34.1"	"7.55"	"178.69"	"12"	"0"	"0.959"	"0.569"	"0.632"	"0.122"	"0.138"	"0.097"	"0.111"	"0.074"	"0.041"	"21944.4"	"21045.6"	"12479.8"	"13868.5"	"2685.8"	"3023.7"	"2135.4"	"2429.5"	"1632.6"	"909.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4777132236614452456"	"False"	"High"	"IsMasterProtein"	"PF3D7_0207600.1-p1"	"transcript=PF3D7_0207600.1 | gene=PF3D7_0207600 | organism=Plasmodium_falciparum_3D7 | gene_product=serine repeat antigen 5 | transcript_product=serine repeat antigen 5 | location=Pf3D7_02_v3:303593-307027(-) | protein_length=997 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"125.040"	"32"	"29"	"43"	"29"	"997"	"111.7"	"5.41"	"138.66"	"29"	"0"	"1.012"	"0.576"	"0.752"	"0.574"	"0.522"	"0.305"	"0.217"	"0.118"	"0.081"	"12385.4"	"12534.5"	"7131.8"	"9312.3"	"7109.1"	"6463.3"	"3783.4"	"2683.9"	"1464.1"	"1002.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8801906053145531818"	"False"	"High"	"IsMasterProtein"	"PF3D7_1016300.1-p1"	"transcript=PF3D7_1016300.1 | gene=PF3D7_1016300 | organism=Plasmodium_falciparum_3D7 | gene_product=GBP130 protein | transcript_product=GBP130 protein | location=Pf3D7_10_v3:650898-653567(-) | protein_length=824 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"122.376"	"69"	"19"	"57"	"19"	"824"	"95.8"	"5.14"	"180.29"	"19"	"0"	"0.983"	"0.520"	"0.733"	"0.519"	"0.582"	"0.575"	"0.588"	"0.329"	"0.171"	"12913.0"	"12694.4"	"6714.0"	"9471.0"	"6701.4"	"7514.5"	"7425.6"	"7589.5"	"4242.2"	"2204.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7848922474312241240"	"False"	"High"	"IsMasterProtein"	"PF3D7_0915400.1-p1"	"transcript=PF3D7_0915400.1 | gene=PF3D7_0915400 | organism=Plasmodium_falciparum_3D7 | gene_product=ATP-dependent 6-phosphofructokinase | transcript_product=ATP-dependent 6-phosphofructokinase | location=Pf3D7_09_v3:650585-654841(-) | protein_length=1418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"119.585"	"21"	"27"	"39"	"27"	"1418"	"159.4"	"6.76"	"127.60"	"27"	"0"	"1.032"	"0.544"	"0.693"	"0.472"	"0.295"	"0.160"	"0.164"	"0.108"	"0.062"	"12774.2"	"13186.2"	"6953.9"	"8852.7"	"6025.5"	"3766.1"	"2047.9"	"2089.4"	"1377.4"	"793.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7408848893092257313"	"False"	"High"	"IsMasterProtein"	"PF3D7_1108600.1-p1"	"transcript=PF3D7_1108600.1 | gene=PF3D7_1108600 | organism=Plasmodium_falciparum_3D7 | gene_product=endoplasmic reticulum-resident calcium binding protein | transcript_product=endoplasmic reticulum-resident calcium binding protein | location=Pf3D7_11_v3:369675-370706(-) | protein_length=343 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"116.366"	"53"	"19"	"51"	"19"	"343"	"39.4"	"4.67"	"155.25"	"19"	"0"	"0.971"	"0.554"	"0.688"	"0.549"	"0.628"	"0.664"	"0.704"	"0.684"	"0.701"	"12141.1"	"11784.3"	"6731.7"	"8352.4"	"6661.6"	"7621.5"	"8066.8"	"8541.3"	"8301.9"	"8512.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5298998008602675123"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708800.1-p1"	"transcript=PF3D7_0708800.1 | gene=PF3D7_0708800 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 110 | transcript_product=heat shock protein 110 | location=Pf3D7_07_v3:395711-398332(+) | protein_length=873 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"106.488"	"38"	"28"	"45"	"28"	"873"	"99.9"	"5.69"	"141.10"	"28"	"0"	"0.956"	"0.502"	"0.606"	"0.168"	"0.159"	"0.125"	"0.133"	"0.094"	"0.058"	"13408.8"	"12815.2"	"6732.9"	"8121.3"	"2259.1"	"2125.3"	"1676.5"	"1780.1"	"1265.6"	"771.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6908919208457244413"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922200.1-p1"	"transcript=PF3D7_0922200.1 | gene=PF3D7_0922200 | organism=Plasmodium_falciparum_3D7 | gene_product=S-adenosylmethionine synthetase | transcript_product=S-adenosylmethionine synthetase | location=Pf3D7_09_v3:903362-904570(+) | protein_length=402 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"105.609"	"49"	"19"	"39"	"19"	"402"	"44.8"	"6.74"	"129.10"	"19"	"0"	"0.983"	"0.513"	"0.584"	"0.321"	"0.375"	"0.347"	"0.355"	"0.178"	"0.090"	"14674.2"	"14430.5"	"7524.2"	"8572.7"	"4703.7"	"5508.2"	"5096.5"	"5210.7"	"2608.5"	"1326.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1993219546909811206"	"False"	"High"	"IsMasterProtein"	"PF3D7_0935900.1-p1"	"transcript=PF3D7_0935900.1 | gene=PF3D7_0935900 | organism=Plasmodium_falciparum_3D7 | gene_product=ring-exported protein 1 | transcript_product=ring-exported protein 1 | location=Pf3D7_09_v3:1420483-1422807(-) | protein_length=713 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"101.984"	"39"	"21"	"43"	"21"	"713"	"83.0"	"5.59"	"139.54"	"21"	"0"	"0.978"	"0.477"	"0.619"	"0.435"	"0.464"	"0.330"	"0.296"	"0.266"	"0.273"	"11960.7"	"11693.8"	"5709.2"	"7397.7"	"5200.6"	"5553.4"	"3943.4"	"3535.0"	"3176.7"	"3261.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6615948954310524222"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818200.1-p1"	"transcript=PF3D7_0818200.1 | gene=PF3D7_0818200 | organism=Plasmodium_falciparum_3D7 | gene_product=14-3-3 protein | transcript_product=14-3-3 protein | location=Pf3D7_08_v3:830006-831454(+) | protein_length=262 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"101.326"	"59"	"15"	"43"	"12"	"262"	"30.2"	"4.92"	"135.63"	"15"	"0"	"1.017"	"0.536"	"0.684"	"0.122"	"0.137"	"0.101"	"0.097"	"0.062"	"0.041"	"12714.5"	"12928.7"	"6813.8"	"8692.6"	"1557.3"	"1740.0"	"1280.9"	"1229.6"	"794.6"	"519.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8125305078391365032"	"False"	"High"	"IsMasterProtein"	"PF3D7_1035200.1-p1"	"transcript=PF3D7_1035200.1 | gene=PF3D7_1035200 | organism=Plasmodium_falciparum_3D7 | gene_product=S-antigen | transcript_product=S-antigen | location=Pf3D7_10_v3:1394839-1396596(+) | protein_length=585 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"101.124"	"91"	"14"	"36"	"14"	"585"	"62.9"	"4.40"	"140.72"	"14"	"0"	"0.895"	"0.447"	"0.671"	"0.497"	"0.637"	"0.744"	"0.702"	"0.651"	"0.706"	"8843.8"	"7916.8"	"3952.9"	"5935.2"	"4395.7"	"5637.0"	"6580.1"	"6210.5"	"5757.0"	"6243.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2156048513522670553"	"False"	"High"	"IsMasterProtein"	"PF3D7_0831700.1-p1"	"transcript=PF3D7_0831700.1 | gene=PF3D7_0831700 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:1365467-1367506(-) | protein_length=679 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"97.097"	"32"	"20"	"34"	"12"	"679"	"75.0"	"5.77"	"113.53"	"20"	"0"	"1.017"	"0.526"	"0.500"	"0.230"	"0.185"	"0.114"	"0.124"	"0.092"	"0.058"	"4900.3"	"4985.7"	"2577.6"	"2452.3"	"1127.9"	"907.7"	"556.4"	"607.8"	"450.4"	"284.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2772378688330047499"	"False"	"High"	"IsMasterProtein"	"PF3D7_1228600.1-p1"	"transcript=PF3D7_1228600.1 | gene=PF3D7_1228600 | organism=Plasmodium_falciparum_3D7 | gene_product=merozoite surface protein 9 | transcript_product=merozoite surface protein 9 | location=Pf3D7_12_v3:1160729-1162960(-) | protein_length=743 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"97.086"	"27"	"18"	"33"	"18"	"743"	"86.6"	"4.86"	"106.23"	"18"	"0"	"0.962"	"0.517"	"0.615"	"0.344"	"0.269"	"0.225"	"0.251"	"0.215"	"0.203"	"7498.8"	"7211.7"	"3875.1"	"4614.1"	"2580.9"	"2014.6"	"1690.8"	"1880.2"	"1613.9"	"1521.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
