"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"281.416"	"46"	"34"	"150"	"32"	"832"	"93.5"	"6.80"	"482.24"	"34"	"4"	"1.098"	"1.254"	"0.814"	"0.900"	"0.373"	"0.202"	"0.168"	"0.140"	"0.083"	"46213.7"	"50725.7"	"57940.9"	"37595.7"	"41613.8"	"17230.8"	"9323.8"	"7747.9"	"6472.9"	"3856.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6301432758226619021"	"False"	"High"	"IsMasterProtein"	"PF3D7_0500800.1-p1"	"transcript=PF3D7_0500800.1 | gene=PF3D7_0500800 | organism=Plasmodium_falciparum_3D7 | gene_product=mature parasite-infected erythrocyte surface antigen | transcript_product=mature parasite-infected erythrocyte surface antigen | location=Pf3D7_05_v3:43327-47761(-) | protein_length=1434 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"280.715"	"42"	"42"	"130"	"42"	"1434"	"168.2"	"4.78"	"410.30"	"42"	"0"	"0.974"	"1.006"	"0.650"	"0.629"	"0.454"	"0.418"	"0.423"	"0.469"	"0.404"	"33906.4"	"33033.7"	"34116.4"	"22055.8"	"21315.0"	"15398.1"	"14175.3"	"14352.7"	"15899.7"	"13681.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-9194827729624784478"	"False"	"High"	"IsMasterProtein"	"PF3D7_1107300.1-p1"	"transcript=PF3D7_1107300.1 | gene=PF3D7_1107300 | organism=Plasmodium_falciparum_3D7 | gene_product=polyadenylate-binding protein-interacting protein 1, putative | transcript_product=polyadenylate-binding protein-interacting protein 1, putative | location=Pf3D7_11_v3:301283-311287(-) | protein_length=3334 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"276.087"	"21"	"67"	"148"	"67"	"3334"	"381.6"	"7.05"	"381.03"	"67"	"0"	"1.074"	"1.110"	"0.515"	"0.601"	"0.513"	"0.569"	"0.504"	"0.431"	"0.309"	"25184.4"	"27047.2"	"27954.5"	"12970.1"	"15147.2"	"12919.7"	"14332.0"	"12703.5"	"10852.3"	"7788.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5298998008602675123"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708800.1-p1"	"transcript=PF3D7_0708800.1 | gene=PF3D7_0708800 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 110 | transcript_product=heat shock protein 110 | location=Pf3D7_07_v3:395711-398332(+) | protein_length=873 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"270.788"	"44"	"35"	"121"	"35"	"873"	"99.9"	"5.69"	"406.75"	"35"	"0"	"1.089"	"1.239"	"0.689"	"0.295"	"0.168"	"0.178"	"0.156"	"0.139"	"0.081"	"37754.7"	"41096.7"	"46762.5"	"26021.8"	"11147.7"	"6342.0"	"6717.3"	"5888.3"	"5245.8"	"3048.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8801906053145531818"	"False"	"High"	"IsMasterProtein"	"PF3D7_1016300.1-p1"	"transcript=PF3D7_1016300.1 | gene=PF3D7_1016300 | organism=Plasmodium_falciparum_3D7 | gene_product=GBP130 protein | transcript_product=GBP130 protein | location=Pf3D7_10_v3:650898-653567(-) | protein_length=824 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"268.016"	"81"	"30"	"248"	"30"	"824"	"95.8"	"5.14"	"718.71"	"30"	"0"	"1.093"	"1.287"	"0.874"	"1.143"	"0.830"	"1.271"	"0.979"	"0.903"	"0.455"	"32138.8"	"35131.7"	"41350.6"	"28083.4"	"36742.2"	"26674.8"	"40841.8"	"31455.6"	"29015.3"	"14637.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4777132236614452456"	"False"	"High"	"IsMasterProtein"	"PF3D7_0207600.1-p1"	"transcript=PF3D7_0207600.1 | gene=PF3D7_0207600 | organism=Plasmodium_falciparum_3D7 | gene_product=serine repeat antigen 5 | transcript_product=serine repeat antigen 5 | location=Pf3D7_02_v3:303593-307027(-) | protein_length=997 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"254.214"	"48"	"38"	"92"	"37"	"997"	"111.7"	"5.41"	"334.67"	"38"	"1"	"1.051"	"1.271"	"0.780"	"0.740"	"0.262"	"0.200"	"0.166"	"0.136"	"0.095"	"27433.3"	"28841.9"	"34879.3"	"21388.2"	"20314.1"	"7194.2"	"5498.5"	"4547.5"	"3719.2"	"2602.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"4223937244607238707"	"False"	"High"	"IsMasterProtein"	"PF3D7_1110400.1-p1"	"transcript=PF3D7_1110400.1 | gene=PF3D7_1110400 | organism=Plasmodium_falciparum_3D7 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pf3D7_11_v3:414797-419556(+) | protein_length=1483 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"250.390"	"35"	"49"	"134"	"49"	"1483"	"173.8"	"9.17"	"342.60"	"49"	"0"	"1.081"	"1.252"	"0.750"	"0.821"	"0.617"	"0.661"	"0.522"	"0.418"	"0.249"	"19194.5"	"20752.1"	"24031.7"	"14390.4"	"15761.4"	"11837.1"	"12690.9"	"10016.5"	"8017.3"	"4782.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3134454868857069260"	"False"	"High"	"IsMasterProtein"	"PF3D7_1036900.1-p1"	"transcript=PF3D7_1036900.1 | gene=PF3D7_1036900 | organism=Plasmodium_falciparum_3D7 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pf3D7_10_v3:1452599-1458006(-) | protein_length=1681 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"247.903"	"29"	"41"	"108"	"41"	"1681"	"192.6"	"9.26"	"286.93"	"41"	"0"	"1.032"	"1.155"	"0.635"	"0.690"	"0.516"	"0.560"	"0.498"	"0.441"	"0.256"	"16245.9"	"16760.5"	"18760.0"	"10318.3"	"11205.7"	"8375.1"	"9099.3"	"8086.4"	"7170.6"	"4162.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-755199995939546143"	"False"	"High"	"IsMasterProtein"	"PF3D7_0619400.1-p1"	"transcript=PF3D7_0619400.1 | gene=PF3D7_0619400 | organism=Plasmodium_falciparum_3D7 | gene_product=cell division cycle protein 48 homologue, putative | transcript_product=cell division cycle protein 48 homologue, putative | location=Pf3D7_06_v3:815622-818247(-) | protein_length=828 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"240.891"	"45"	"37"	"101"	"33"	"828"	"92.3"	"5.08"	"324.72"	"37"	"4"	"1.055"	"1.178"	"0.810"	"1.054"	"0.724"	"0.426"	"0.270"	"0.223"	"0.143"	"24354.2"	"25694.6"	"28686.0"	"19723.4"	"25668.4"	"17627.2"	"10368.9"	"6565.3"	"5433.0"	"3492.7"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7848922474312241240"	"False"	"High"	"IsMasterProtein"	"PF3D7_0915400.1-p1"	"transcript=PF3D7_0915400.1 | gene=PF3D7_0915400 | organism=Plasmodium_falciparum_3D7 | gene_product=ATP-dependent 6-phosphofructokinase | transcript_product=ATP-dependent 6-phosphofructokinase | location=Pf3D7_09_v3:650585-654841(-) | protein_length=1418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"240.467"	"35"	"44"	"108"	"44"	"1418"	"159.4"	"6.76"	"328.91"	"44"	"0"	"1.089"	"1.251"	"0.766"	"0.861"	"0.333"	"0.225"	"0.181"	"0.146"	"0.085"	"26209.2"	"28530.5"	"32788.7"	"20072.5"	"22564.1"	"8732.5"	"5894.7"	"4741.1"	"3821.7"	"2239.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"233.934"	"53"	"17"	"147"	"17"	"369"	"40.1"	"8.12"	"552.20"	"17"	"0"	"1.082"	"1.282"	"0.909"	"1.116"	"0.865"	"1.094"	"0.859"	"0.306"	"0.217"	"29768.3"	"32206.8"	"38155.1"	"27050.7"	"33211.6"	"25740.0"	"32578.3"	"25559.2"	"9100.0"	"6460.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6468382682587716960"	"False"	"High"	"IsMasterProtein"	"PF3D7_1222300.1-p1"	"transcript=PF3D7_1222300.1 | gene=PF3D7_1222300 | organism=Plasmodium_falciparum_3D7 | gene_product=endoplasmin, putative | transcript_product=endoplasmin, putative | location=Pf3D7_12_v3:883567-886032(-) | protein_length=821 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"229.453"	"43"	"31"	"75"	"31"	"821"	"95.0"	"5.41"	"274.37"	"31"	"0"	"0.983"	"1.039"	"0.696"	"0.185"	"0.114"	"0.133"	"0.117"	"0.108"	"0.076"	"31661.1"	"31113.5"	"32910.2"	"22025.5"	"5854.1"	"3613.9"	"4213.2"	"3708.6"	"3428.4"	"2419.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9186776891095805116"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015600.1-p1"	"transcript=PF3D7_1015600.1 | gene=PF3D7_1015600 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 60 | transcript_product=heat shock protein 60 | location=Pf3D7_10_v3:627044-629040(-) | protein_length=580 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"227.924"	"58"	"30"	"83"	"30"	"580"	"62.5"	"7.12"	"283.27"	"30"	"0"	"1.036"	"1.211"	"0.809"	"0.993"	"0.721"	"0.804"	"0.507"	"0.219"	"0.130"	"23241.5"	"24076.6"	"28150.4"	"18794.9"	"23082.8"	"16768.4"	"18685.2"	"11794.1"	"5082.6"	"3020.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5632043330276546877"	"False"	"High"	"IsMasterProtein"	"PF3D7_0524000.1-p1"	"transcript=PF3D7_0524000.1 | gene=PF3D7_0524000 | organism=Plasmodium_falciparum_3D7 | gene_product=karyopherin beta | transcript_product=karyopherin beta | location=Pf3D7_05_v3:998753-1002124(+) | protein_length=1123 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"217.679"	"33"	"35"	"75"	"35"	"1123"	"127.3"	"4.92"	"272.74"	"35"	"0"	"1.103"	"1.143"	"0.680"	"0.557"	"0.204"	"0.166"	"0.142"	"0.121"	"0.070"	"28421.5"	"31357.7"	"32492.5"	"19313.5"	"15827.3"	"5806.2"	"4721.4"	"4025.7"	"3430.9"	"1996.2"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3734643807253846802"	"False"	"High"	"IsMasterProtein"	"PF3D7_1357000.1-p1"	"transcript=PF3D7_1357000.1 | gene=PF3D7_1357000 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 1-alpha | transcript_product=elongation factor 1-alpha | location=Pf3D7_13_v3:2265817-2267148(-) | protein_length=443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"216.525"	"63"	"30"	"165"	"26"	"443"	"48.9"	"9.06"	"508.96"	"30"	"4"	"1.112"	"1.147"	"0.679"	"0.562"	"0.203"	"0.188"	"0.158"	"0.134"	"0.074"	"67503.0"	"75096.9"	"77448.9"	"45838.6"	"37903.8"	"13677.7"	"12692.2"	"10648.9"	"9031.8"	"4996.0"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"215.771"	"45"	"28"	"96"	"28"	"604"	"69.1"	"7.40"	"352.85"	"28"	"0"	"1.128"	"1.320"	"0.909"	"1.137"	"0.886"	"0.918"	"0.646"	"0.559"	"0.404"	"25061.9"	"28271.8"	"33082.7"	"22776.2"	"28488.7"	"22196.5"	"22998.6"	"16181.3"	"14010.8"	"10113.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
