"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): Sequest HT"	"# Razor Peptides"	"Abundance Ratio: (127N) / (126)"	"Abundance Ratio: (127C) / (126)"	"Abundance Ratio: (128N) / (126)"	"Abundance Ratio: (128C) / (126)"	"Abundance Ratio: (129N) / (126)"	"Abundance Ratio: (129C) / (126)"	"Abundance Ratio: (130N) / (126)"	"Abundance Ratio: (130C) / (126)"	"Abundance Ratio: (131) / (126)"	"Abundances (Grouped): 126"	"Abundances (Grouped): 127N"	"Abundances (Grouped): 127C"	"Abundances (Grouped): 128N"	"Abundances (Grouped): 128C"	"Abundances (Grouped): 129N"	"Abundances (Grouped): 129C"	"Abundances (Grouped): 130N"	"Abundances (Grouped): 130C"	"Abundances (Grouped): 131"	"Abundances (Grouped) CV [%]: 126"	"Abundances (Grouped) CV [%]: 127N"	"Abundances (Grouped) CV [%]: 127C"	"Abundances (Grouped) CV [%]: 128N"	"Abundances (Grouped) CV [%]: 128C"	"Abundances (Grouped) CV [%]: 129N"	"Abundances (Grouped) CV [%]: 129C"	"Abundances (Grouped) CV [%]: 130N"	"Abundances (Grouped) CV [%]: 130C"	"Abundances (Grouped) CV [%]: 131"	"Found in Sample: [S1] F1: 126, Sample"	"Found in Sample: [S2] F1: 127N, Sample"	"Found in Sample: [S3] F1: 127C, Sample"	"Found in Sample: [S4] F1: 128N, Sample"	"Found in Sample: [S5] F1: 128C, Sample"	"Found in Sample: [S6] F1: 129N, Sample"	"Found in Sample: [S7] F1: 129C, Sample"	"Found in Sample: [S8] F1: 130N, Sample"	"Found in Sample: [S9] F1: 130C, Sample"	"Found in Sample: [S10] F1: 131, Sample"	"# Protein Groups"	"Modifications"
"-7163985271681713089"	"False"	"High"	"IsMasterProtein"	"PF3D7_1134000.1-p1"	"transcript=PF3D7_1134000.1 | gene=PF3D7_1134000 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_11_v3:1320114-1322105(+) | protein_length=663 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"324.369"	"52"	"32"	"105"	"30"	"663"	"73.3"	"6.84"	"391.57"	"32"	"3"	"1.295"	"1.209"	"0.881"	"0.411"	"0.165"	"0.143"	"0.125"	"0.097"	"0.072"	"46554.4"	"60268.8"	"56271.4"	"41018.7"	"19141.2"	"7673.9"	"6661.6"	"5800.4"	"4535.5"	"3362.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-9194827729624784478"	"False"	"High"	"IsMasterProtein"	"PF3D7_1107300.1-p1"	"transcript=PF3D7_1107300.1 | gene=PF3D7_1107300 | organism=Plasmodium_falciparum_3D7 | gene_product=polyadenylate-binding protein-interacting protein 1, putative | transcript_product=polyadenylate-binding protein-interacting protein 1, putative | location=Pf3D7_11_v3:301283-311287(-) | protein_length=3334 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"316.785"	"24"	"80"	"147"	"78"	"3334"	"381.6"	"7.05"	"394.71"	"80"	"2"	"1.334"	"1.190"	"0.660"	"0.504"	"0.421"	"0.410"	"0.406"	"0.316"	"0.263"	"37420.8"	"49915.5"	"44536.5"	"24714.1"	"18847.0"	"15740.7"	"15327.7"	"15193.0"	"11820.4"	"9831.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2922454221119471925"	"False"	"High"	"IsMasterProtein"	"PF3D7_1451100.1-p1"	"transcript=PF3D7_1451100.1 | gene=PF3D7_1451100 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 2 | transcript_product=elongation factor 2 | location=Pf3D7_14_v3:2090902-2093400(+) | protein_length=832 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"315.513"	"47"	"35"	"164"	"32"	"832"	"93.5"	"6.80"	"497.74"	"35"	"6"	"1.310"	"1.370"	"1.105"	"1.035"	"0.398"	"0.190"	"0.162"	"0.123"	"0.082"	"57445.6"	"75262.0"	"78695.0"	"63504.1"	"59443.2"	"22885.7"	"10900.4"	"9294.3"	"7044.8"	"4738.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-48075909577931497"	"False"	"High"	"IsMasterProtein"	"PF3D7_0818900.1-p1"	"transcript=PF3D7_0818900.1 | gene=PF3D7_0818900 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 70 | transcript_product=heat shock protein 70 | location=Pf3D7_08_v3:860384-862417(+) | protein_length=677 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"314.527"	"49"	"32"	"236"	"23"	"677"	"73.9"	"5.67"	"762.73"	"32"	"15"	"1.276"	"1.081"	"0.724"	"0.580"	"0.244"	"0.206"	"0.183"	"0.129"	"0.096"	"97231.2"	"124052.4"	"105124.6"	"70403.1"	"56436.9"	"23692.4"	"19996.4"	"17824.0"	"12516.6"	"9365.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5298998008602675123"	"False"	"High"	"IsMasterProtein"	"PF3D7_0708800.1-p1"	"transcript=PF3D7_0708800.1 | gene=PF3D7_0708800 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 110 | transcript_product=heat shock protein 110 | location=Pf3D7_07_v3:395711-398332(+) | protein_length=873 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"306.736"	"47"	"36"	"130"	"36"	"873"	"99.9"	"5.69"	"440.79"	"36"	"0"	"1.311"	"1.332"	"1.012"	"0.333"	"0.177"	"0.157"	"0.139"	"0.107"	"0.075"	"45220.6"	"59292.4"	"60228.1"	"45758.6"	"15051.0"	"7993.2"	"7105.9"	"6306.8"	"4821.6"	"3383.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3851945919700585246"	"False"	"High"	"IsMasterProtein"	"PF3D7_0922500.1-p1"	"transcript=PF3D7_0922500.1 | gene=PF3D7_0922500 | organism=Plasmodium_falciparum_3D7 | gene_product=phosphoglycerate kinase | transcript_product=phosphoglycerate kinase | location=Pf3D7_09_v3:913230-914480(+) | protein_length=416 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"306.366"	"73"	"26"	"121"	"26"	"416"	"45.4"	"7.83"	"436.41"	"26"	"0"	"1.300"	"1.323"	"0.837"	"0.167"	"0.138"	"0.111"	"0.107"	"0.081"	"0.056"	"78355.8"	"101825.6"	"103637.6"	"65561.6"	"13088.7"	"10829.8"	"8675.9"	"8363.6"	"6313.2"	"4358.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7848922474312241240"	"False"	"High"	"IsMasterProtein"	"PF3D7_0915400.1-p1"	"transcript=PF3D7_0915400.1 | gene=PF3D7_0915400 | organism=Plasmodium_falciparum_3D7 | gene_product=ATP-dependent 6-phosphofructokinase | transcript_product=ATP-dependent 6-phosphofructokinase | location=Pf3D7_09_v3:650585-654841(-) | protein_length=1418 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"275.308"	"39"	"49"	"102"	"49"	"1418"	"159.4"	"6.76"	"344.60"	"49"	"0"	"1.357"	"1.376"	"1.094"	"1.092"	"0.369"	"0.227"	"0.187"	"0.136"	"0.102"	"38167.6"	"51811.8"	"52530.3"	"41758.1"	"41671.6"	"14086.5"	"8649.9"	"7123.0"	"5181.2"	"3879.5"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8801906053145531818"	"False"	"High"	"IsMasterProtein"	"PF3D7_1016300.1-p1"	"transcript=PF3D7_1016300.1 | gene=PF3D7_1016300 | organism=Plasmodium_falciparum_3D7 | gene_product=GBP130 protein | transcript_product=GBP130 protein | location=Pf3D7_10_v3:650898-653567(-) | protein_length=824 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"273.426"	"81"	"29"	"244"	"29"	"824"	"95.8"	"5.14"	"696.95"	"29"	"0"	"1.320"	"1.319"	"1.150"	"1.211"	"1.040"	"0.993"	"0.882"	"0.754"	"0.517"	"39648.6"	"52325.8"	"52313.6"	"45601.8"	"48012.9"	"41217.7"	"39388.3"	"34960.5"	"29895.7"	"20498.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5632043330276546877"	"False"	"High"	"IsMasterProtein"	"PF3D7_0524000.1-p1"	"transcript=PF3D7_0524000.1 | gene=PF3D7_0524000 | organism=Plasmodium_falciparum_3D7 | gene_product=karyopherin beta | transcript_product=karyopherin beta | location=Pf3D7_05_v3:998753-1002124(+) | protein_length=1123 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"272.795"	"39"	"40"	"80"	"40"	"1123"	"127.3"	"4.92"	"282.46"	"40"	"0"	"1.351"	"1.276"	"0.922"	"0.613"	"0.212"	"0.162"	"0.140"	"0.100"	"0.061"	"35993.5"	"48617.9"	"45943.2"	"33170.3"	"22053.4"	"7626.4"	"5819.1"	"5046.2"	"3608.6"	"2202.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2577609782896734957"	"False"	"High"	"IsMasterProtein"	"PF3D7_1444800.1-p1"	"transcript=PF3D7_1444800.1 | gene=PF3D7_1444800 | organism=Plasmodium_falciparum_3D7 | gene_product=fructose-bisphosphate aldolase | transcript_product=fructose-bisphosphate aldolase | location=Pf3D7_14_v3:1844041-1845617(-) | protein_length=369 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"271.791"	"58"	"18"	"132"	"18"	"369"	"40.1"	"8.12"	"500.95"	"18"	"0"	"1.294"	"1.370"	"1.205"	"1.382"	"1.187"	"1.341"	"1.030"	"0.185"	"0.145"	"37726.5"	"48801.2"	"51694.7"	"45464.4"	"52155.2"	"44788.9"	"50594.4"	"38858.4"	"6998.2"	"5476.6"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"4223937244607238707"	"False"	"High"	"IsMasterProtein"	"PF3D7_1110400.1-p1"	"transcript=PF3D7_1110400.1 | gene=PF3D7_1110400 | organism=Plasmodium_falciparum_3D7 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pf3D7_11_v3:414797-419556(+) | protein_length=1483 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"266.661"	"34"	"48"	"120"	"47"	"1483"	"173.8"	"9.17"	"327.96"	"48"	"1"	"1.339"	"1.354"	"1.029"	"0.790"	"0.527"	"0.412"	"0.372"	"0.261"	"0.207"	"26389.4"	"35330.4"	"35735.5"	"27144.7"	"20838.0"	"13899.5"	"10872.0"	"9823.5"	"6898.7"	"5458.3"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3734643807253846802"	"False"	"High"	"IsMasterProtein"	"PF3D7_1357000.1-p1"	"transcript=PF3D7_1357000.1 | gene=PF3D7_1357000 | organism=Plasmodium_falciparum_3D7 | gene_product=elongation factor 1-alpha | transcript_product=elongation factor 1-alpha | location=Pf3D7_13_v3:2265817-2267148(-) | protein_length=443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"260.331"	"64"	"28"	"158"	"28"	"443"	"48.9"	"9.06"	"472.35"	"28"	"0"	"1.340"	"1.268"	"0.871"	"0.573"	"0.190"	"0.159"	"0.131"	"0.092"	"0.061"	"79365.6"	"106317.2"	"100633.4"	"69164.3"	"45506.3"	"15069.6"	"12593.2"	"10378.9"	"7298.9"	"4873.1"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1675759450040528840"	"False"	"High"	"IsMasterProtein"	"PF3D7_1308200.1-p1"	"transcript=PF3D7_1308200.1 | gene=PF3D7_1308200 | organism=Plasmodium_falciparum_3D7 | gene_product=carbamoyl phosphate synthetase | transcript_product=carbamoyl phosphate synthetase | location=Pf3D7_13_v3:361166-368495(-) | protein_length=2375 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"246.937"	"23"	"50"	"75"	"50"	"2375"	"273.3"	"6.61"	"263.15"	"50"	"0"	"1.289"	"1.264"	"1.005"	"0.776"	"0.307"	"0.275"	"0.237"	"0.160"	"0.113"	"23483.7"	"30275.6"	"29678.1"	"23595.1"	"18216.5"	"7207.4"	"6465.4"	"5563.2"	"3768.7"	"2658.9"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2147144816587721055"	"False"	"High"	"IsMasterProtein"	"PF3D7_0511800.1-p1"	"transcript=PF3D7_0511800.1 | gene=PF3D7_0511800 | organism=Plasmodium_falciparum_3D7 | gene_product=inositol-3-phosphate synthase | transcript_product=inositol-3-phosphate synthase | location=Pf3D7_05_v3:520720-522693(-) | protein_length=604 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"243.800"	"46"	"27"	"115"	"27"	"604"	"69.1"	"7.40"	"409.66"	"27"	"0"	"1.322"	"1.411"	"1.201"	"1.377"	"1.133"	"1.069"	"0.752"	"0.580"	"0.478"	"33453.9"	"44210.4"	"47208.6"	"40168.2"	"46060.5"	"37901.8"	"35771.5"	"25159.1"	"19409.3"	"15986.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"9186776891095805116"	"False"	"High"	"IsMasterProtein"	"PF3D7_1015600.1-p1"	"transcript=PF3D7_1015600.1 | gene=PF3D7_1015600 | organism=Plasmodium_falciparum_3D7 | gene_product=heat shock protein 60 | transcript_product=heat shock protein 60 | location=Pf3D7_10_v3:627044-629040(-) | protein_length=580 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"241.197"	"57"	"29"	"79"	"29"	"580"	"62.5"	"7.12"	"279.81"	"29"	"0"	"1.309"	"1.357"	"1.135"	"1.268"	"0.949"	"0.924"	"0.558"	"0.167"	"0.111"	"28684.2"	"37534.8"	"38934.6"	"32546.7"	"36383.2"	"27218.6"	"26506.0"	"16018.4"	"4787.2"	"3187.4"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3611079397800357936"	"False"	"High"	"IsMasterProtein"	"PF3D7_0608800.1-p1"	"transcript=PF3D7_0608800.1 | gene=PF3D7_0608800 | organism=Plasmodium_falciparum_3D7 | gene_product=ornithine aminotransferase | transcript_product=ornithine aminotransferase | location=Pf3D7_06_v3:362635-363879(+) | protein_length=414 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false"	"0.000"	"233.524"	"55"	"21"	"127"	"21"	"414"	"46.0"	"6.89"	"461.67"	"21"	"0"	"1.332"	"1.357"	"0.917"	"0.451"	"0.241"	"0.166"	"0.150"	"0.118"	"0.070"	"57318.0"	"76350.9"	"77788.1"	"52572.6"	"25869.0"	"13795.6"	"9507.8"	"8594.1"	"6767.8"	"3986.8"	""	""	""	""	""	""	""	""	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
